hour,day_of_week,is_weekend,rain_intensity,temperature,humidity,event_flag,rush_hour,avg_speed,traffic_flow
4,4,0,0.46,26.4,49.2,0,0,54.8,106.0
4,4,0,0.0,34.1,42.7,0,0,51.9,72.0
5,4,0,0.14,31.7,44.7,0,0,53.2,54.0
5,4,0,0.53,23.5,64.0,0,0,43.9,157.0
5,4,0,0.85,26.6,83.4,0,0,44.7,195.0
5,4,0,0.18,38.3,66.2,0,0,52.7,105.0
5,4,0,0.52,12.9,33.4,0,0,47.4,140.0
5,4,0,0.0,9.8,45.8,0,0,46.9,115.0
5,4,0,0.0,25.6,49.2,0,0,54.9,79.0
5,4,0,0.38,30.8,75.2,0,0,54.2,159.0
5,4,0,0.86,22.2,32.3,0,0,47.3,208.0
5,4,0,0.0,25.0,46.6,0,0,54.5,141.0
6,4,0,0.09,31.8,76.2,0,0,50.5,137.0
6,4,0,0.73,47.3,64.7,1,0,45.7,239.0
6,4,0,0.09,44.1,35.6,0,0,54.4,130.0
6,4,0,0.0,16.3,80.3,0,0,43.7,117.0
6,4,0,0.26,28.6,54.9,0,0,59.9,88.0
6,4,0,0.42,35.2,51.3,0,0,48.1,180.0
6,4,0,0.57,26.1,32.0,0,0,48.7,106.0
6,4,0,0.0,24.2,87.2,0,0,51.7,108.0
6,4,0,0.42,25.7,30.3,0,0,50.3,146.0
6,4,0,0.41,24.0,62.5,0,0,53.0,99.0
7,4,0,0.27,19.3,84.9,0,1,10.0,627.0
7,4,0,0.25,19.1,39.8,0,1,22.2,575.0
7,4,0,0.9,18.1,40.3,0,1,17.3,834.0
7,4,0,0.0,28.6,71.3,0,1,17.8,494.0
7,4,0,0.45,18.3,45.7,0,1,10.0,693.0
7,4,0,0.14,18.8,72.8,0,1,23.2,591.0
7,4,0,0.0,13.4,36.2,0,1,31.5,501.0
7,4,0,0.0,31.7,49.5,0,1,17.2,533.0
7,4,0,0.21,32.6,57.3,0,1,20.2,521.0
7,4,0,0.6,42.7,43.2,0,1,10.0,796.0
8,4,0,0.0,18.0,32.3,1,1,10.3,728.0
8,4,0,0.29,20.5,81.3,1,1,10.0,922.0
8,4,0,0.23,12.5,45.2,0,1,24.5,533.0
8,4,0,0.0,10.8,73.7,0,1,19.2,534.0
8,4,0,0.15,28.5,63.6,0,1,19.0,520.0
8,4,0,0.87,17.5,71.5,0,1,10.5,878.0
8,4,0,0.0,40.6,34.0,0,1,18.8,539.0
8,4,0,0.54,28.1,59.6,0,1,10.0,747.0
8,4,0,0.0,32.7,59.7,0,1,18.6,446.0
8,4,0,0.05,22.0,41.8,0,1,16.9,502.0
9,4,0,0.89,39.9,69.2,0,1,10.0,902.0
9,4,0,0.85,10.1,83.3,0,1,10.0,825.0
9,4,0,0.0,11.9,39.0,0,1,19.4,543.0
9,4,0,0.06,1.9,80.9,0,1,30.3,522.0
9,4,0,0.36,22.4,64.6,0,1,10.0,621.0
9,4,0,0.06,35.3,59.5,0,1,26.0,519.0
9,4,0,0.01,25.4,30.1,0,1,14.8,528.0
9,4,0,0.73,16.5,72.7,0,1,14.5,774.0
9,4,0,0.36,30.1,65.8,0,1,10.2,608.0
9,4,0,0.21,16.6,65.1,0,1,10.0,572.0
10,4,0,0.62,14.2,84.1,0,0,21.8,436.0
10,4,0,0.3,17.1,73.7,0,0,33.9,368.0
10,4,0,0.02,26.1,83.6,0,0,34.4,366.0
10,4,0,0.12,27.1,32.3,0,0,39.9,317.0
10,4,0,0.17,16.3,65.9,0,0,32.3,339.0
10,4,0,0.0,28.4,84.4,0,0,40.5,264.0
10,4,0,0.23,26.5,73.9,0,0,38.6,329.0
10,4,0,0.4,16.8,43.2,0,0,25.5,439.0
10,4,0,0.13,36.7,77.5,0,0,39.1,344.0
10,4,0,0.0,17.8,48.9,0,0,35.4,290.0
11,4,0,0.13,13.5,84.5,0,0,31.7,341.0
11,4,0,0.02,27.3,85.4,0,0,46.5,245.0
11,4,0,0.0,31.9,71.6,0,0,28.9,362.0
11,4,0,0.41,16.3,76.3,0,0,22.3,467.0
11,4,0,0.49,24.2,59.9,0,0,30.1,429.0
11,4,0,0.0,21.2,54.4,0,0,41.8,284.0
11,4,0,0.62,25.9,51.2,1,0,16.0,634.0
11,4,0,0.25,23.1,35.9,0,0,29.2,382.0
11,4,0,0.24,24.6,88.8,0,0,43.2,345.0
11,4,0,0.29,20.4,31.9,0,0,31.8,365.0
12,4,0,0.21,25.6,78.1,0,0,32.3,301.0
12,4,0,0.17,12.3,63.1,0,0,41.2,299.0
12,4,0,0.0,23.1,56.9,1,0,39.7,398.0
12,4,0,0.67,20.4,71.2,0,0,30.0,446.0
12,4,0,0.62,39.3,52.2,0,0,30.1,389.0
12,4,0,0.09,21.3,36.3,0,0,39.7,355.0
12,4,0,0.15,33.8,65.2,0,0,36.9,337.0
12,4,0,0.12,14.3,65.1,0,0,35.8,314.0
12,4,0,0.33,35.1,41.9,0,0,27.5,431.0
12,4,0,0.2,37.5,48.3,0,0,34.2,300.0
13,4,0,0.0,31.5,40.3,0,0,42.9,245.0
13,4,0,0.0,27.4,69.3,0,0,40.8,289.0
13,4,0,0.36,35.7,88.3,0,0,22.6,430.0
13,4,0,0.15,19.9,87.8,0,0,40.4,283.0
13,4,0,0.31,19.6,68.7,0,0,30.1,389.0
13,4,0,0.13,29.4,45.1,0,0,32.9,370.0
13,4,0,0.03,29.1,72.7,0,0,31.7,266.0
13,4,0,0.14,16.9,58.9,0,0,31.7,288.0
13,4,0,0.24,22.4,56.2,0,0,29.5,373.0
13,4,0,0.18,36.3,47.9,0,0,41.9,302.0
14,4,0,0.44,17.8,32.4,0,0,27.7,391.0
14,4,0,0.21,30.9,51.9,0,0,39.2,342.0
14,4,0,0.0,20.0,52.7,0,0,29.0,334.0
14,4,0,0.39,11.5,34.0,0,0,25.1,381.0
14,4,0,0.15,29.8,69.8,0,0,34.2,319.0
14,4,0,0.15,22.2,39.5,0,0,30.2,353.0
14,4,0,0.21,22.5,52.8,0,0,28.8,437.0
14,4,0,0.0,16.7,74.0,0,0,39.5,293.0
14,4,0,0.41,8.8,51.6,0,0,24.6,405.0
14,4,0,0.0,26.0,57.1,0,0,43.2,312.0
15,4,0,0.23,17.7,72.2,0,0,38.2,372.0
15,4,0,0.34,18.8,70.6,0,0,29.7,380.0
15,4,0,0.57,15.3,43.0,0,0,26.4,460.0
15,4,0,0.0,39.3,81.6,0,0,37.1,338.0
15,4,0,0.0,36.4,66.7,0,0,46.3,269.0
15,4,0,0.38,45.3,74.5,0,0,38.5,309.0
15,4,0,0.1,24.4,50.1,0,0,25.1,350.0
15,4,0,0.14,34.3,31.1,0,0,30.9,334.0
15,4,0,0.37,28.7,67.1,0,0,31.6,383.0
15,4,0,0.35,29.4,45.5,0,0,36.9,354.0
16,4,0,0.05,16.8,55.1,0,0,50.0,213.0
16,4,0,0.0,37.5,47.9,0,0,39.5,312.0
16,4,0,0.2,34.3,37.9,0,0,39.5,317.0
16,4,0,0.0,24.2,79.5,0,0,43.3,297.0
16,4,0,0.41,36.2,78.2,0,0,25.3,440.0
16,4,0,0.41,24.5,59.2,0,0,25.9,442.0
16,4,0,0.27,35.3,40.8,0,0,31.4,379.0
16,4,0,0.42,29.7,32.0,0,0,22.8,465.0
16,4,0,0.25,34.2,41.8,0,0,30.8,325.0
16,4,0,0.0,25.4,39.5,0,0,39.3,292.0
17,4,0,0.12,12.7,61.0,0,1,22.4,604.0
17,4,0,0.36,35.1,36.8,0,1,10.0,713.0
17,4,0,0.64,20.0,64.8,0,1,10.1,813.0
17,4,0,0.32,13.4,55.4,1,1,12.3,1017.0
17,4,0,0.47,28.4,45.5,1,1,12.0,1172.0
17,4,0,0.49,11.4,35.4,0,1,13.0,756.0
17,4,0,0.4,32.7,65.4,0,1,11.2,775.0
17,4,0,0.2,29.8,85.9,0,1,23.8,682.0
17,4,0,0.0,23.2,30.2,0,1,10.0,562.0
17,4,0,0.0,8.0,88.8,1,1,10.0,820.0
18,4,0,0.31,36.6,75.6,0,1,10.0,707.0
18,4,0,0.0,19.0,30.7,0,1,15.1,548.0
18,4,0,0.0,21.9,41.9,0,1,20.2,540.0
18,4,0,0.11,12.2,31.3,0,1,25.9,574.0
18,4,0,0.0,19.6,69.2,0,1,19.2,523.0
18,4,0,0.39,39.5,81.5,0,1,10.3,741.0
18,4,0,0.0,27.7,71.7,0,1,16.1,580.0
18,4,0,0.31,17.4,52.9,0,1,13.5,697.0
18,4,0,0.45,20.0,89.7,0,1,10.0,749.0
18,4,0,0.0,26.5,30.9,0,1,15.0,538.0
19,4,0,0.0,23.3,82.4,0,1,20.4,545.0
19,4,0,0.59,35.3,87.4,1,1,15.9,1268.0
19,4,0,0.21,17.8,43.9,1,1,10.0,995.0
19,4,0,0.17,16.1,86.3,0,1,12.9,637.0
19,4,0,0.05,17.6,55.5,0,1,14.1,547.0
19,4,0,0.43,26.4,47.3,0,1,10.0,769.0
19,4,0,0.5,34.0,49.2,0,1,16.0,781.0
19,4,0,0.15,34.5,55.5,0,1,10.0,620.0
19,4,0,0.08,25.3,56.6,0,1,19.3,615.0
19,4,0,0.42,26.9,31.1,0,1,13.4,791.0
20,4,0,0.0,28.7,38.2,0,0,47.2,238.0
20,4,0,0.27,32.9,70.5,1,0,31.4,454.0
20,4,0,0.3,5.1,78.2,0,0,33.0,256.0
20,4,0,0.28,19.4,54.8,0,0,29.8,343.0
20,4,0,0.24,19.6,76.3,0,0,41.2,275.0
20,4,0,0.29,30.9,82.9,0,0,26.1,383.0
20,4,0,0.0,21.9,53.6,0,0,41.4,195.0
20,4,0,0.4,21.6,34.2,0,0,41.0,288.0
20,4,0,0.05,23.6,46.2,1,0,32.5,386.0
20,4,0,0.14,13.0,58.2,0,0,41.7,277.0
21,4,0,0.82,26.3,80.8,0,0,30.1,397.0
21,4,0,0.27,28.3,62.6,0,0,44.9,229.0
21,4,0,0.84,27.3,55.1,0,0,30.4,423.0
21,4,0,0.15,15.5,54.5,0,0,46.4,236.0
21,4,0,0.46,27.6,55.1,0,0,34.1,321.0
21,4,0,0.2,14.3,80.9,0,0,37.6,281.0
21,4,0,0.41,21.6,47.0,0,0,39.6,351.0
21,4,0,0.0,19.4,78.5,1,0,40.4,354.0
21,4,0,0.66,37.6,79.6,0,0,33.4,318.0
21,4,0,0.28,11.4,56.9,1,0,28.3,414.0
22,4,0,0.0,30.6,41.8,0,0,42.9,197.0
22,4,0,0.0,34.5,56.9,0,0,46.1,197.0
22,4,0,0.0,13.2,32.1,0,0,34.7,329.0
22,4,0,0.73,29.0,40.6,0,0,26.8,403.0
22,4,0,0.0,24.9,33.6,0,0,41.8,214.0
22,4,0,0.29,39.6,38.6,0,0,31.1,307.0
22,4,0,0.48,10.8,48.9,0,0,34.7,329.0
22,4,0,0.11,14.6,69.5,0,0,37.1,334.0
22,4,0,0.23,28.8,58.3,0,0,37.7,306.0
22,4,0,0.05,32.6,44.2,1,0,23.3,374.0
23,4,0,0.21,38.5,34.1,0,0,52.5,142.0
23,4,0,0.49,15.0,55.6,0,0,46.5,197.0
23,4,0,0.2,33.2,48.8,0,0,56.6,92.0
23,4,0,0.5,22.6,73.5,0,0,50.3,99.0
23,4,0,0.0,17.8,40.6,0,0,58.7,74.0
23,4,0,0.0,17.9,88.9,0,0,53.2,78.0
23,4,0,0.25,18.5,66.0,0,0,45.0,72.0
23,4,0,0.21,19.6,60.3,1,0,51.9,138.0
23,4,0,0.0,20.7,87.5,0,0,56.1,88.0
23,4,0,0.0,19.9,59.5,0,0,50.6,128.0
0,5,1,0.33,21.3,77.5,0,0,49.1,80.0
0,5,1,0.04,19.3,45.8,0,0,60.0,50.0
0,5,1,0.0,34.3,38.6,0,0,59.8,57.0
0,5,1,0.44,40.2,58.3,0,0,48.8,147.0
0,5,1,0.28,20.0,83.7,0,0,60.0,71.0
0,5,1,0.0,22.8,60.4,0,0,49.5,68.0
0,5,1,0.0,31.8,58.8,1,0,58.5,96.0
0,5,1,0.12,22.5,54.1,0,0,60.0,64.0
0,5,1,0.59,32.7,65.2,0,0,40.7,133.0
0,5,1,0.01,23.1,89.6,0,0,59.1,59.0
1,5,1,0.0,34.4,53.5,1,0,47.7,80.0
1,5,1,0.68,19.8,60.7,0,0,46.4,188.0
1,5,1,0.54,26.9,44.5,1,0,48.9,157.0
1,5,1,0.0,40.6,32.7,0,0,59.0,68.0
1,5,1,0.0,24.6,42.9,0,0,51.0,74.0
1,5,1,0.23,44.0,79.0,0,0,58.1,93.0
1,5,1,0.67,9.4,68.9,0,0,49.3,127.0
1,5,1,0.32,18.3,30.3,0,0,50.7,79.0
1,5,1,0.0,20.6,65.1,0,0,55.6,55.0
1,5,1,0.5,20.4,71.4,0,0,55.9,126.0
2,5,1,0.01,22.6,46.3,0,0,55.3,62.0
2,5,1,0.08,18.3,64.7,0,0,51.7,96.0
2,5,1,0.41,31.2,66.4,0,0,56.4,137.0
2,5,1,0.46,41.7,89.2,0,0,54.5,122.0
2,5,1,0.11,28.2,35.0,0,0,35.6,143.0
2,5,1,0.14,35.0,64.3,0,0,55.6,61.0
2,5,1,0.54,28.2,39.5,0,0,57.0,149.0
2,5,1,0.18,27.0,43.6,0,0,47.9,95.0
2,5,1,0.68,34.8,35.3,0,0,56.8,101.0
2,5,1,0.08,9.6,53.4,0,0,50.6,98.0
3,5,1,0.34,12.8,46.5,0,0,60.0,50.0
3,5,1,0.54,14.1,81.1,0,0,51.8,131.0
3,5,1,0.24,11.2,57.0,0,0,52.4,85.0
3,5,1,0.5,38.8,74.2,0,0,54.9,76.0
3,5,1,0.27,17.5,46.5,0,0,50.0,81.0
3,5,1,0.0,29.9,73.2,0,0,60.0,50.0
3,5,1,0.42,35.0,68.2,0,0,53.7,86.0
3,5,1,0.0,36.8,86.6,1,0,57.6,115.0
3,5,1,0.0,19.8,50.4,0,0,55.2,50.0
3,5,1,0.0,25.5,88.7,0,0,59.0,72.0
4,5,1,0.06,38.4,67.8,0,0,51.1,50.0
4,5,1,0.18,46.8,64.8,0,0,48.9,54.0
4,5,1,0.13,24.0,36.2,1,0,58.5,79.0
4,5,1,0.19,33.7,48.3,0,0,58.0,50.0
4,5,1,0.0,26.3,89.8,0,0,51.7,50.0
4,5,1,0.0,36.2,80.0,0,0,49.0,123.0
4,5,1,0.0,30.5,38.7,0,0,47.2,61.0
4,5,1,0.17,21.9,64.3,0,0,57.1,80.0
4,5,1,0.26,35.5,32.4,0,0,43.2,106.0
4,5,1,0.0,19.4,42.1,1,0,60.0,89.0
5,5,1,0.0,28.2,45.2,0,0,55.9,55.0
5,5,1,0.06,37.3,61.0,0,0,47.7,114.0
5,5,1,0.41,30.9,73.4,0,0,48.9,75.0
5,5,1,0.0,22.1,75.3,0,0,54.2,50.0
5,5,1,0.28,24.5,43.6,0,0,60.0,50.0
5,5,1,0.19,18.7,72.1,0,0,51.7,113.0
5,5,1,0.05,23.0,86.2,1,0,39.7,145.0
5,5,1,0.01,33.5,73.0,0,0,52.0,58.0
5,5,1,0.29,22.1,43.4,0,0,53.6,93.0
5,5,1,0.95,38.9,57.7,0,0,41.3,115.0
6,5,1,0.25,25.3,86.3,0,0,46.9,146.0
6,5,1,0.13,31.9,87.7,0,0,42.8,131.0
6,5,1,0.24,25.5,44.7,0,0,60.0,88.0
6,5,1,0.46,19.1,63.1,0,0,60.0,58.0
6,5,1,0.91,22.0,54.3,0,0,47.4,173.0
6,5,1,0.0,16.3,54.4,1,0,38.3,138.0
6,5,1,0.14,49.9,38.1,1,0,54.1,78.0
6,5,1,0.69,33.6,54.1,0,0,54.9,116.0
6,5,1,0.01,35.3,87.6,0,0,55.4,80.0
6,5,1,0.04,18.8,47.1,0,0,50.8,93.0
7,5,1,0.0,19.9,43.9,0,1,40.0,359.0
7,5,1,0.2,24.4,54.5,0,1,25.2,415.0
7,5,1,0.52,32.7,73.7,0,1,23.9,508.0
7,5,1,0.27,21.7,87.6,0,1,35.5,448.0
7,5,1,0.18,30.2,66.0,0,1,28.2,422.0
7,5,1,0.2,18.5,71.2,0,1,35.5,418.0
7,5,1,0.16,19.7,31.4,0,1,19.5,407.0
7,5,1,0.46,44.4,46.0,0,1,20.9,506.0
7,5,1,0.63,19.4,58.6,0,1,15.1,577.0
7,5,1,0.18,24.8,36.0,0,1,25.4,458.0
8,5,1,0.57,16.5,71.9,0,1,31.3,509.0
8,5,1,0.19,31.9,57.0,0,1,26.2,385.0
8,5,1,0.24,21.6,44.9,0,1,22.7,447.0
8,5,1,0.0,18.8,40.1,0,1,36.5,336.0
8,5,1,0.34,0.6,71.2,0,1,26.6,479.0
8,5,1,0.19,24.3,46.8,0,1,27.0,389.0
8,5,1,0.27,9.4,69.8,0,1,20.9,469.0
8,5,1,0.0,17.2,62.5,0,1,31.7,369.0
8,5,1,0.06,27.0,80.8,0,1,38.2,389.0
8,5,1,0.09,34.7,43.3,0,1,28.8,464.0
9,5,1,0.91,36.2,86.9,0,1,12.9,597.0
9,5,1,0.56,24.9,60.3,0,1,25.3,490.0
9,5,1,0.46,17.7,39.9,0,1,23.0,439.0
9,5,1,0.6,17.4,52.1,0,1,23.9,490.0
9,5,1,0.05,34.4,68.9,0,1,38.1,337.0
9,5,1,0.28,32.2,55.7,0,1,32.9,406.0
9,5,1,0.52,20.6,71.7,0,1,31.2,485.0
9,5,1,0.0,37.0,42.7,0,1,33.6,356.0
9,5,1,0.08,9.7,70.4,1,1,16.1,596.0
9,5,1,0.31,32.2,81.4,0,1,23.9,428.0
10,5,1,0.13,27.5,34.7,0,0,43.8,247.0
10,5,1,0.26,23.4,71.2,0,0,38.4,293.0
10,5,1,0.0,22.2,47.1,0,0,39.6,308.0
10,5,1,0.37,29.8,64.9,1,0,33.7,389.0
10,5,1,0.17,23.5,71.7,0,0,38.7,268.0
10,5,1,0.4,11.3,52.6,0,0,37.3,309.0
10,5,1,0.13,28.2,57.7,0,0,41.5,251.0
10,5,1,0.0,36.5,30.5,0,0,43.1,209.0
10,5,1,0.07,24.9,71.2,0,0,33.4,237.0
10,5,1,0.0,20.9,54.4,0,0,36.0,216.0
11,5,1,0.21,13.6,39.4,0,0,42.9,280.0
11,5,1,0.18,17.1,34.3,0,0,48.6,194.0
11,5,1,0.73,47.3,85.5,0,0,36.6,399.0
11,5,1,0.37,24.0,76.6,0,0,35.4,295.0
11,5,1,0.57,23.0,79.4,0,0,31.1,324.0
11,5,1,0.0,16.5,47.8,0,0,50.1,183.0
11,5,1,0.01,14.2,58.6,1,0,44.2,290.0
11,5,1,0.04,9.8,67.6,0,0,42.7,207.0
11,5,1,0.07,30.0,52.8,0,0,46.7,233.0
11,5,1,0.59,16.1,31.2,0,0,45.7,306.0
12,5,1,0.0,26.6,57.9,0,0,44.4,231.0
12,5,1,0.09,30.0,36.4,0,0,40.7,215.0
12,5,1,0.57,28.7,84.0,1,0,14.2,459.0
12,5,1,0.16,22.0,40.8,0,0,54.0,222.0
12,5,1,0.0,23.6,87.4,0,0,36.6,213.0
12,5,1,0.32,38.2,85.7,0,0,30.5,244.0
12,5,1,0.26,18.8,47.3,0,0,34.5,259.0
12,5,1,0.0,25.5,71.9,0,0,49.2,175.0
12,5,1,0.73,23.0,61.8,0,0,33.9,285.0
12,5,1,0.38,26.2,70.3,1,0,25.3,409.0
13,5,1,0.5,21.8,55.1,0,0,28.9,356.0
13,5,1,0.0,28.0,50.8,0,0,34.6,197.0
13,5,1,0.0,22.5,38.7,0,0,41.7,209.0
13,5,1,0.62,35.5,79.6,0,0,31.5,314.0
13,5,1,0.42,38.4,80.0,0,0,36.1,287.0
13,5,1,0.0,30.1,50.4,0,0,43.6,236.0
13,5,1,0.59,24.9,54.1,0,0,34.5,306.0
13,5,1,0.58,17.5,74.6,0,0,27.6,318.0
13,5,1,0.09,15.2,51.3,0,0,50.3,227.0
13,5,1,0.31,20.3,53.8,0,0,35.0,241.0
14,5,1,0.0,24.8,44.5,0,0,44.6,202.0
14,5,1,0.02,29.0,32.6,0,0,44.7,248.0
14,5,1,0.19,35.9,42.3,1,0,36.0,390.0
14,5,1,0.31,23.1,36.3,0,0,40.3,274.0
14,5,1,0.0,29.9,56.5,0,0,41.3,205.0
14,5,1,0.0,36.5,49.8,0,0,43.3,240.0
14,5,1,0.16,20.9,39.5,0,0,45.2,218.0
14,5,1,0.0,32.7,41.9,0,0,44.9,199.0
14,5,1,0.27,-4.5,49.3,0,0,36.8,246.0
14,5,1,0.53,30.4,61.8,0,0,42.5,260.0
15,5,1,0.0,21.0,45.0,0,0,36.3,213.0
15,5,1,0.39,25.7,41.7,0,0,39.3,309.0
15,5,1,0.0,28.2,45.8,0,0,37.8,231.0
15,5,1,0.13,36.8,71.9,0,0,43.3,199.0
15,5,1,0.63,10.4,86.9,0,0,32.4,316.0
15,5,1,0.23,8.5,31.4,0,0,36.5,277.0
15,5,1,0.0,41.4,47.1,0,0,38.7,184.0
15,5,1,0.0,15.6,80.8,0,0,30.2,256.0
15,5,1,0.43,18.3,61.9,0,0,40.7,299.0
15,5,1,0.41,17.6,78.0,0,0,39.0,248.0
16,5,1,0.2,24.7,51.1,0,0,45.9,203.0
16,5,1,0.07,30.0,43.6,0,0,25.8,216.0
16,5,1,0.0,18.0,40.2,0,0,45.9,238.0
16,5,1,0.74,22.5,74.2,0,0,38.8,319.0
16,5,1,0.13,23.4,38.3,0,0,51.3,226.0
16,5,1,0.41,31.5,66.3,0,0,29.7,310.0
16,5,1,0.33,31.8,45.9,0,0,41.0,296.0
16,5,1,0.14,29.4,36.4,0,0,38.7,281.0
16,5,1,0.0,18.0,44.6,1,0,35.3,338.0
16,5,1,0.37,15.2,75.7,1,0,36.8,388.0
17,5,1,0.11,15.1,77.6,0,1,12.7,493.0
17,5,1,0.0,35.6,53.6,0,1,30.6,403.0
17,5,1,0.66,26.9,35.4,0,1,10.0,600.0
17,5,1,0.1,25.1,45.9,0,1,24.8,504.0
17,5,1,0.26,29.9,54.9,0,1,23.8,464.0
17,5,1,0.39,40.1,77.4,0,1,26.7,537.0
17,5,1,0.21,27.5,36.8,0,1,30.5,441.0
17,5,1,0.44,38.1,57.6,0,1,16.9,487.0
17,5,1,0.59,30.7,70.7,0,1,10.0,578.0
17,5,1,0.16,36.7,62.2,0,1,31.0,464.0
18,5,1,0.47,23.4,39.8,0,1,13.2,563.0
18,5,1,0.3,27.4,89.5,0,1,16.0,518.0
18,5,1,0.13,17.5,80.9,0,1,16.0,470.0
18,5,1,0.87,25.5,88.4,0,1,10.0,667.0
18,5,1,0.18,34.0,34.7,1,1,17.2,617.0
18,5,1,0.26,23.5,61.3,1,1,10.4,669.0
18,5,1,0.24,10.3,45.8,0,1,17.2,482.0
18,5,1,0.63,18.4,63.3,0,1,10.0,638.0
18,5,1,0.37,23.6,33.3,0,1,21.8,531.0
18,5,1,0.04,29.0,47.8,0,1,31.8,392.0
19,5,1,0.38,31.8,73.8,0,1,18.3,520.0
19,5,1,0.48,29.1,32.5,0,1,18.3,541.0
19,5,1,0.26,15.8,85.0,0,1,20.4,505.0
19,5,1,0.0,42.5,86.3,0,1,29.4,384.0
19,5,1,0.18,21.4,46.7,0,1,30.6,457.0
19,5,1,0.39,43.5,35.5,0,1,21.2,496.0
19,5,1,0.8,22.5,82.5,0,1,19.5,605.0
19,5,1,0.0,15.5,46.2,0,1,39.7,306.0
19,5,1,0.82,26.2,53.2,0,1,10.4,627.0
19,5,1,0.58,18.7,75.4,0,1,23.1,540.0
20,5,1,0.66,40.2,59.1,0,0,56.8,242.0
20,5,1,0.71,29.2,36.6,0,0,43.5,246.0
20,5,1,0.0,23.1,59.1,1,0,50.8,210.0
20,5,1,0.0,32.1,84.6,0,0,52.3,173.0
20,5,1,0.0,16.9,32.0,0,0,54.5,162.0
20,5,1,0.1,8.9,79.1,0,0,47.0,141.0
20,5,1,0.0,16.0,40.6,0,0,60.0,152.0
20,5,1,0.58,30.5,75.6,0,0,43.7,256.0
20,5,1,0.14,29.3,60.2,0,0,45.7,175.0
20,5,1,0.0,20.6,31.7,0,0,51.3,147.0
21,5,1,0.59,34.4,30.3,0,0,44.5,257.0
21,5,1,0.43,22.6,47.5,0,0,45.8,198.0
21,5,1,0.29,13.1,75.8,0,0,50.4,167.0
21,5,1,0.47,24.3,54.6,0,0,59.7,165.0
21,5,1,0.65,22.7,61.6,0,0,39.1,221.0
21,5,1,0.23,21.1,43.8,0,0,39.5,211.0
21,5,1,0.54,31.4,60.2,0,0,46.6,255.0
21,5,1,0.0,19.8,56.5,1,0,48.6,293.0
21,5,1,0.19,42.3,31.9,0,0,46.0,238.0
21,5,1,0.65,21.1,43.6,0,0,39.8,238.0
22,5,1,0.51,22.0,79.7,0,0,30.5,277.0
22,5,1,0.0,31.4,40.1,0,0,48.8,170.0
22,5,1,0.0,30.8,45.7,0,0,52.6,108.0
22,5,1,0.04,19.1,32.1,1,0,50.1,259.0
22,5,1,0.27,18.3,35.7,0,0,42.2,218.0
22,5,1,0.09,26.5,79.3,0,0,43.6,217.0
22,5,1,0.69,32.3,89.6,0,0,32.5,279.0
22,5,1,0.03,24.6,30.9,0,0,42.2,182.0
22,5,1,0.7,41.6,31.9,0,0,38.3,286.0
22,5,1,0.69,14.2,76.8,0,0,47.7,264.0
23,5,1,0.11,33.2,83.3,0,0,51.4,52.0
23,5,1,0.0,21.5,43.9,0,0,54.9,134.0
23,5,1,0.0,20.5,84.9,0,0,50.2,63.0
23,5,1,0.19,7.7,57.5,0,0,56.5,50.0
23,5,1,0.0,25.7,41.1,0,0,44.9,128.0
23,5,1,0.47,34.3,58.2,0,0,49.2,50.0
23,5,1,0.17,43.0,80.9,0,0,54.5,78.0
23,5,1,0.3,17.4,48.1,0,0,55.3,116.0
23,5,1,0.01,19.3,61.3,0,0,51.4,55.0
23,5,1,0.0,21.2,42.3,1,0,55.7,89.0
0,6,1,0.22,22.7,88.6,0,0,53.8,59.0
0,6,1,0.46,26.2,77.0,0,0,60.0,51.0
0,6,1,0.0,25.7,70.7,0,0,52.7,124.0
0,6,1,0.02,29.5,45.7,0,0,57.0,50.0
0,6,1,0.18,34.1,78.0,0,0,52.9,123.0
0,6,1,0.49,21.1,46.5,0,0,57.1,54.0
0,6,1,0.0,22.9,46.0,0,0,52.5,90.0
0,6,1,0.21,23.6,60.1,0,0,57.1,116.0
0,6,1,0.33,26.3,79.4,0,0,50.5,87.0
0,6,1,0.0,18.1,57.1,0,0,46.3,50.0
1,6,1,0.19,31.6,67.4,0,0,60.0,67.0
1,6,1,0.0,13.1,52.5,0,0,55.5,50.0
1,6,1,0.0,27.7,61.3,0,0,60.0,65.0
1,6,1,0.07,23.9,80.7,0,0,47.7,100.0
1,6,1,0.15,27.2,84.5,0,0,52.8,81.0
1,6,1,0.0,46.0,43.4,1,0,57.2,78.0
1,6,1,0.0,27.8,87.3,0,0,48.5,55.0
1,6,1,0.18,12.3,82.3,0,0,60.0,99.0
1,6,1,0.28,20.5,40.0,0,0,59.1,65.0
1,6,1,0.0,17.0,81.5,0,0,49.2,75.0
2,6,1,0.33,18.9,84.3,0,0,40.5,73.0
2,6,1,0.21,31.3,59.3,0,0,53.5,134.0
2,6,1,0.0,24.1,77.2,0,0,55.0,50.0
2,6,1,0.46,27.5,83.3,0,0,59.5,82.0
2,6,1,0.68,37.2,51.9,0,0,56.5,108.0
2,6,1,0.23,24.9,59.6,0,0,47.0,84.0
2,6,1,0.37,30.1,77.3,0,0,59.8,60.0
2,6,1,0.11,22.9,88.5,0,0,59.1,79.0
2,6,1,0.39,41.6,33.1,0,0,60.0,93.0
2,6,1,0.21,42.7,59.5,0,0,51.1,66.0
3,6,1,0.08,21.4,88.4,0,0,51.9,60.0
3,6,1,0.72,36.4,39.2,0,0,53.5,129.0
